Date,Open,High,Low,Close,Adj Close,Volume
2011-12-02,11.621428,11.714286,11.572857,11.668571,7.780639,121303700
2011-12-03,11.7,11.8,11.59,11.741428,7.829219,108189200
2011-12-04,11.678572,11.778571,11.43,11.487143,7.65966,148741600
2011-12-05,11.427143,11.557143,11.357142,11.488571,7.660613,124979400
2011-12-06,11.635715,11.668571,11.461429,11.582857,7.723484,125368600
2011-12-07,11.585714,11.625714,11.194285,11.308572,7.54059,152798100
2011-12-08,11.274285,11.331429,11.214286,11.282857,7.523444,116370800
2011-12-09,11.337143,11.361428,11.112857,11.184286,7.457716,107972200
2011-12-10,11.278571,11.437143,11.204286,11.387143,7.59298,108644200
2011-12-11,11.492857,11.571428,11.447143,11.501429,7.669186,131483100
2011-12-12,11.431429,11.812857,11.412857,11.778571,7.853987,172729200
2011-12-13,11.842857,12.098572,11.731428,11.905714,7.938767,230763400
2011-12-14,11.935715,11.942857,11.785714,11.874286,7.917809,93466100
2011-12-15,11.888572,12.064285,11.805715,12.05,8.034976,112668500
2011-12-16,12.114285,12.142858,11.985714,12.142858,8.096894,147238700
2011-12-17,12.15,12.271428,12,12.007143,8.0064,163830800
2011-12-18,12.124286,12.328571,12.088572,12.23,8.155001,173485200
2011-12-19,12.162857,12.277143,12.142858,12.264286,8.17786,116606000
2011-12-20,12.2,12.428572,12.171429,12.352858,8.236921,142698500
2011-12-21,12.488571,12.657143,12.444285,12.657143,8.439821,155666700
2011-12-22,12.712857,12.964286,12.55,12.901428,8.602714,167985300
2011-12-23,12.79,13.297143,12.785714,13.09,8.72845,129669400
2011-12-24,13.215714,13.308572,12.785714,12.791429,8.529363,268709000
2011-12-25,12.908571,13.138572,12.844286,13.115714,8.745598,259043400
2011-12-26,13.285714,13.307143,12.892858,13.114285,8.744645,289270800
2011-12-27,13.172857,13.24,13.008572,13.094286,8.73131,217621600
2011-12-28,13.114285,13.19,12.871428,13.045714,8.698922,198769900
2011-12-29,13.125714,13.15,12.928572,13.017143,8.67987,177384200
2011-12-30,13.092857,13.19,12.981428,13.038571,8.694161,165709600
2011-12-31,12.948571,13.055715,12.81,12.832857,8.556987,159546100
2012-01-01,12.861428,12.928572,12.414286,12.434286,8.291223,251206900
2012-01-02,12.461429,12.77,12.428572,12.608571,8.407433,196069300
2012-01-03,12.7,12.757143,12.578571,12.678572,8.454111,124945100
2012-01-04,12.658571,12.691428,12.218572,12.305715,8.205487,256655000
2012-01-05,12.564285,12.724286,12.45,12.721429,8.482688,214263000
2012-01-06,12.721429,12.857142,12.608571,12.65,8.435058,208082700
2012-01-07,12.717143,12.745714,12.475715,12.531428,8.355994,184984800
2012-01-08,12.518572,12.571428,12.084286,12.21,8.141665,180394200
2012-01-09,12.104285,12.382857,11.945714,12.33,8.221681,227851400
2012-01-10,12.352858,12.381429,12.105714,12.108571,8.074031,141922900
2012-01-11,12.1,12.211429,11.742857,11.842857,7.896853,225899800
2012-01-12,11.922857,12.005714,11.657143,11.742857,7.830171,153325900
2012-01-13,11.735714,11.795714,11.555715,11.644286,7.764446,122672200
2012-01-14,11.164286,11.714286,10.967143,11.645715,7.765398,483938700
2012-01-15,11.46,11.607142,11.378572,11.552857,7.703482,279969200
2012-01-16,11.992857,12.2,11.908571,12.12,8.081651,269107300
2012-01-17,12.327143,12.368571,11.7,11.971429,7.982585,309579900
2012-01-18,12.007143,12.278571,11.974286,12.237143,8.159763,211815100
2012-01-19,12.252857,12.314285,12.057143,12.15,8.101658,208685400
2012-01-20,12.28,12.361428,12.182858,12.21,8.141665,199276700
2012-01-21,12.35,13.282857,12.164286,13.224286,8.817995,837324600
2012-01-22,13.535714,13.971429,13.35,13.857142,9.239983,738220000
2012-01-23,13.705714,13.825714,13.585714,13.685715,9.125674,360063200
2012-01-24,13.512857,13.58,13.318571,13.517143,9.013269,328172600
2012-01-25,13.668571,13.892858,13.635715,13.871428,9.249508,311019100
2012-01-26,13.937143,13.942857,13.545714,13.564285,9.044706,411565000
2012-01-27,13.157143,13.158571,12.721429,12.724286,8.484592,591151400
2012-01-28,12.661428,12.807143,12.588572,12.642858,8.430295,341118400
2012-01-29,12.734285,12.737143,12.235714,12.398571,8.267404,363506500
2012-01-30,12.247143,12.501429,12.215714,12.242857,8.163574,301856100
2012-01-31,12.382857,12.45,12.297143,12.385715,8.258834,231953400
2012-02-01,12.444285,12.642858,12.29,12.321428,8.215967,226493400
2012-02-02,12.444285,12.481428,12.141429,12.197143,8.133093,246718500
2012-02-03,12.328571,12.378572,12.218572,12.277143,8.186437,225416100
2012-02-04,12.347143,12.355714,12.178572,12.221429,8.149286,144492600
2012-02-05,12.122857,12.285714,12.05,12.247143,8.16643,214017300
2012-02-06,12.318571,12.324286,12.105714,12.105714,8.072126,166085500
2012-02-07,12.017143,12.178572,11.957143,12.107142,8.073079,155382500
2012-02-08,12.042857,12.175714,11.991428,11.991428,7.995921,144713100
2012-02-09,12.064285,12.067142,11.837143,12.021428,8.015925,216098400
2012-02-10,12.068571,12.34,11.935715,12.307143,8.206441,266706300
2012-02-11,12.204286,12.358571,12.201428,12.311429,8.209295,169757700
2012-02-12,12.268572,12.314285,11.887143,11.895715,7.932097,215135200
2012-02-13,12.061429,12.168571,11.947143,12.125714,8.085462,181017900
2012-02-14,12.165714,12.184286,12.042857,12.1,8.068316,145246500
2012-02-15,12.09,12.234285,12.081429,12.185715,8.125469,126995400
2012-02-16,12.205714,12.231428,12.111428,12.172857,8.116899,90915300
2012-02-17,12.178572,12.201428,12.094286,12.118571,8.0807,99967000
2012-02-18,12.092857,12.308572,12.022857,12.271428,8.182625,154425600
2012-02-19,12.282857,12.784286,12.28,12.742857,8.496976,288828400
2012-02-20,12.971429,12.972857,12.647142,12.787143,8.526506,209556200
2012-02-21,12.737143,12.905714,12.692857,12.724286,8.484592,129473400
2012-02-22,12.834286,12.857142,12.515715,12.644286,8.431249,153962200
2012-02-23,12.328571,12.44,11.915714,11.99,7.994967,286453300
2012-02-24,11.857142,12.228572,11.857142,12.087143,8.059742,229868800
2012-02-25,12.004286,12.615714,11.964286,12.437143,8.293126,353882200
2012-02-26,12.395715,12.505714,12.172857,12.201428,8.135951,215000100
2012-02-27,12.27,12.664286,12.251429,12.331429,8.222633,209724900
2012-02-28,12.542857,12.615714,12.485714,12.598572,8.400765,180796700
2012-02-29,12.578571,12.71,12.492857,12.531428,8.355994,156571100
2012-03-01,12.655714,12.674286,12.494286,12.571428,8.382667,127752800
2012-03-02,12.685715,12.692857,12.485714,12.567142,8.37981,112959000
2012-03-03,12.581429,12.855714,12.57,12.838572,8.560799,182352100
2012-03-04,12.772857,12.942857,12.628572,12.628572,8.420769,216972700
2012-03-05,12.657143,12.857142,12.56,12.857142,8.57318,199146500
2012-03-06,12.851429,12.908571,12.758572,12.795714,8.532222,139874700
2012-03-07,12.791429,12.855714,12.76,12.798572,8.534126,142926000
2012-03-08,12.891429,13.078571,12.798572,13.018572,8.680823,178240300
2012-03-09,13.05,13.12,13.008572,13.068571,8.714162,122229100
2012-03-10,13.141429,13.428572,13.092857,13.41,8.941829,171724000
2012-03-11,13.39,13.48,13.285714,13.422857,8.950401,140373100
2012-03-12,13.335714,13.438571,13.328571,13.36,8.908489,112721000
2012-03-13,13.427143,13.7,13.328571,13.692857,9.130437,216246800
2012-03-14,13.672857,13.832857,13.571428,13.637143,9.093288,233013200
2012-03-15,13.554286,13.628572,13.307143,13.32,8.881817,235584300
2012-03-16,13.455714,13.455714,13.175714,13.392858,8.930396,181430900
2012-03-17,13.468572,13.525714,13.25,13.272857,8.850382,150139500
2012-03-18,13.448571,13.464286,13.288571,13.378572,8.920873,125498100
2012-03-19,13.448571,13.604285,13.394286,13.5,9.00184,145983600
2012-03-20,13.562857,13.591429,13.447143,13.467143,8.979932,119196000
2012-03-21,13.445714,13.525714,13.36,13.525714,9.018985,88879000
2012-03-22,13.601429,13.614285,13.291429,13.378572,8.920873,103335400
2012-03-23,13.381429,13.465714,13.344286,13.464286,8.978027,88116700
2012-03-24,13.414286,13.421429,13.19,13.227143,8.8199,137254600
2012-03-25,13.148571,13.187143,12.96,13.17,8.781795,164168900
2012-03-26,12.985714,13.057143,12.865714,12.891429,8.596042,179985400
2012-03-27,12.938571,13.071428,12.892858,13.061429,8.709401,152258400
2012-03-28,13.142858,13.185715,12.814285,12.907143,8.606523,187980100
2012-03-29,12.88,12.978572,12.8,12.914286,8.611282,116011000
2012-03-30,12.884286,13.035714,12.832857,12.895715,8.5989,106478400
2012-03-31,12.984285,13.025714,12.935715,12.995714,8.665582,130694900
2012-04-01,13.084286,13.4,13.06,13.358571,8.907536,195072500
2012-04-02,13.422857,13.77,13.042857,13.32,8.881817,263813200
2012-04-03,13.461429,13.628572,13.4,13.621428,9.08281,296786000
2012-04-04,14.511429,14.642858,14.042857,14.12,9.41526,434444500
2012-04-05,14.025714,14.278571,13.955714,14.274285,9.518137,174850900
2012-04-06,14.298572,14.428572,14.238571,14.257143,9.506705,154127400
2012-04-07,14.227143,14.335714,14.078571,14.21,9.47527,133130900
2012-04-08,14.235714,14.362857,14.21,14.341429,9.562907,126286300
2012-04-09,14.39,14.492857,14.287143,14.342857,9.563863,144019400
2012-04-10,14.4,14.514286,14.357142,14.401428,9.602916,95496800
2012-04-11,14.44,14.907143,14.43,14.845715,9.899167,215389300
2012-04-12,14.781428,15.021428,14.774285,15.008572,10.007762,195999300
2012-04-13,14.987143,15.28,14.984285,15.268572,10.181129,179439400
2012-04-14,15.232857,15.548572,15.131429,15.334286,10.224948,299314400
2012-04-15,15.391429,15.59,15.254286,15.534286,10.358308,163424100
2012-04-16,15.66,15.714286,15.464286,15.622857,10.417369,162986600
2012-04-17,15.652857,15.742857,15.211429,15.36,10.242093,238628600
2012-04-18,15.504286,15.547143,14.774285,15.334286,10.224948,281691900
2012-04-19,15.307143,15.695714,15.307143,15.634286,10.424989,183822800
2012-04-20,15.747143,15.805715,15.681429,15.717143,10.480239,155336300
2012-04-21,15.758572,16.064285,15.721429,15.997143,10.666942,159973100
2012-04-22,16.07,16.25,16.001429,16.219999,10.815547,143102400
2012-04-23,16.288572,16.428572,16.084286,16.127142,10.753626,227843700
2012-04-24,16.115715,16.351429,15.767143,15.812857,10.54406,221840500
2012-04-25,16,16.254286,15.928572,16.231428,10.823164,158239900
2012-04-26,16.35,16.408571,16.098572,16.335714,10.892704,161423500
2012-04-27,16.328571,16.982857,16.218571,16.967142,11.313743,369611200
2012-04-28,17.152857,17.452858,17.077143,17.312857,11.544266,324266600
2012-04-29,17.299999,17.312857,16.898571,16.914286,11.278497,221315500
2012-04-30,16.947144,17.389999,16.842857,17.332857,11.5576,221668300
2012-05-01,17.344286,17.527143,17.214285,17.524286,11.685247,230196400
2012-05-02,17.471428,17.721428,17.421429,17.662857,11.777651,278060300
2012-05-03,17.855715,18.23,17.598572,17.724285,11.818607,478769900
2012-05-04,17.974285,17.975714,17.469999,17.784286,11.858615,310420600
2012-05-05,18,18.021429,17.077143,17.17,11.449009,468564600
2012-05-06,17.049999,17.387142,16.901428,17.197144,11.467107,356641600
2012-05-07,17.307142,17.312857,16.485714,16.785715,11.192763,430338300
2012-05-08,16.742857,17.064285,16.631428,16.964285,11.311838,243316500
2012-05-09,17.231428,17.238571,17.122858,17.214285,11.478536,202804700
2012-05-10,17.611429,17.882856,17.505714,17.870001,11.91577,227651200
2012-05-11,17.812857,17.858572,17.558571,17.665714,11.779549,235756500
2012-05-12,17.695715,17.808571,17.357143,17.364286,11.578559,224378000
2012-05-13,17.385714,17.755714,17.245714,17.700001,11.802414,216761300
2012-05-14,17.692858,17.778572,17.482857,17.571428,11.716679,157969000
2012-05-15,17.741428,17.870001,17.294285,17.477142,11.653811,241350900
2012-05-16,17.711428,17.714285,16.959999,17.092857,11.397571,336251300
2012-05-17,17.23,17.434286,17.037144,17.412857,11.610944,243674200
2012-05-18,17.48,17.498571,17.142857,17.222857,11.484253,209535900
2012-05-19,17.424286,17.714285,17.298571,17.434286,11.625234,284460400
2012-05-20,17.292856,17.441429,17.042856,17.322857,11.550932,248715600
2012-05-21,17.428572,18.200001,17.357143,18.167143,12.113903,290620400
2012-05-22,18.4,18.995714,18.384285,18.964285,12.64544,363262900
2012-05-23,19.018572,19.048571,18.628571,18.9,12.602574,218673700
2012-05-24,18.911428,18.985714,18.454287,18.618572,12.41492,248955000
2012-05-25,18.411428,19.214285,18.401428,18.907143,12.60734,313751900
2012-05-26,18.867144,19.1,18.758572,18.912857,12.611151,205443000
2012-05-27,19.121429,19.177143,18.912857,19.152857,12.771181,176152200
2012-05-28,19.290001,19.692858,19.217142,19.675714,13.119827,226901500
2012-05-29,19.77,19.997143,19.642857,19.728571,13.155069,234028200
2012-05-30,19.757143,19.942858,19.642857,19.844286,13.232231,177489900
2012-05-31,19.741428,19.777143,19.434286,19.731428,13.156976,189214200
2012-06-01,20.042856,20.115715,19.950001,20,13.336063,183222900
2012-06-02,20.235714,20.597143,20,20.535715,13.693274,291943400
2012-06-03,20.472857,20.745714,20.132856,20.528572,13.688512,259122500
2012-06-04,19.84,20.142857,19.164286,19.27,12.849291,448823200
2012-06-05,19.621429,19.765715,19.285715,19.608572,13.075051,374045700
2012-06-06,20.844286,21.214285,19.565714,20.857143,13.907603,546657300
2012-06-07,20.884285,21.274286,20.540001,20.549999,13.702803,290274600
2012-06-08,20.618572,20.778572,19.938572,20.204287,13.472282,276747100
2012-06-09,20.424286,20.497143,18.788572,18.822857,12.551139,440598200
2012-06-10,19.091429,19.34,18.252857,19.285715,12.859775,437539200
2012-06-11,19.521429,19.565714,19.164286,19.498571,13.001705,213161200
2012-06-12,19.322857,19.421429,18.785715,18.835714,12.559712,169796900
2012-06-13,18.985714,19.324286,18.328571,19.321428,12.883587,231292600
2012-06-14,19.277143,19.605715,18.947144,19.290001,12.862631,237484100
2012-06-15,19.537144,19.551428,18.857143,19.144285,12.765466,202024200
2012-06-16,18.73,19,17.870001,18.055714,12.039606,281348900
2012-06-17,17.588572,18.25,17.185715,17.857143,11.907197,352687300
2012-06-18,18.331429,18.478571,18.071428,18.255714,12.172966,188227900
2012-06-19,18.327143,18.328571,17.672857,17.718571,11.814798,184751700
2012-06-20,17.534286,17.837143,17.092857,17.128571,11.421381,248213000
2012-06-21,16.715714,16.928572,15.945714,16.721428,11.1499,466672500
2012-06-22,17.43,17.642857,17.117144,17.437143,11.627141,298765600
2012-06-23,17.70857,17.785715,17.214285,17.459999,11.642381,200829300
2012-06-24,17.45857,18.422857,17.285715,18.224285,12.152008,325761800
2012-06-25,18.745714,18.964285,18.618572,18.93,12.622585,265441400
2012-06-26,19.012857,19.048571,18.537144,18.724285,12.485411,216709500
2012-06-27,18.647142,19.338572,18.544285,19.328571,12.88835,227958500
2012-06-28,19.055714,19.237143,18.871429,18.892857,12.597815,176859900
2012-06-29,18.712856,18.915714,18.09,18.117144,12.080566,294841400
2012-06-30,18.554285,19.168571,18.505714,19.154285,12.772136,291715200
2012-07-01,18.952858,19.75,18.9,19.464285,12.978846,358895600
2012-07-02,19.927143,19.950001,19.629999,19.782858,13.191268,219221800
2012-07-03,19.991428,20.818571,19.977142,20.594286,13.73233,329210700
2012-07-04,20.709999,20.834286,19.442858,19.537144,13.027425,582055600
2012-07-05,19.365715,19.652857,18.95857,19.287144,12.860726,475315400
2012-07-06,18.858572,18.9,18.571428,18.824286,12.552091,357644000
2012-07-07,19.57,19.719999,19.135714,19.530001,13.022661,371959700
2012-07-08,19.700001,19.757143,19.107143,19.355715,12.906447,242971400
2012-07-09,19.427143,19.914286,19.392857,19.549999,13.036,255692500
2012-07-10,19.832857,19.857143,19.521429,19.6,13.069343,164040800
2012-07-11,19.51,19.854286,19.457144,19.83,13.222703,151830000
2012-07-12,19.855715,20.084286,19.657143,19.772858,13.184601,198342900
2012-07-13,19.865715,20.407143,19.690001,20.131428,13.423698,266022400
2012-07-14,20.431429,20.451429,19.914286,20.110001,13.409408,256720100
2012-07-15,20.021429,20.255714,19.902857,20.044285,13.36559,172960200
2012-07-16,20.162857,20.664286,20.044285,20.592857,13.731378,284720100
2012-07-17,20.961428,21.407143,20.950001,21.182858,14.124797,263040400
2012-07-18,20.977142,21.888571,20.974285,21.882856,14.591557,298137700
2012-07-19,22.067142,22.142857,21.607143,21.824286,14.552502,243817000
2012-07-20,21.967142,22.074286,21.76,22.071428,14.717294,164549700
2012-07-21,21.92,22.085714,21.821428,21.924286,14.61918,153775300
2012-07-22,22.09,22.487143,21.847143,22.334286,14.892572,209267100
2012-07-23,22.364286,22.655714,22.27,22.635714,15.093562,198017400
2012-07-24,22.540001,22.74,22.43,22.559999,15.043075,173129600
2012-07-25,22.571428,22.582857,21.928572,22.32,14.883044,164239600
2012-07-26,22.624287,23.082857,22.528572,23.064285,15.379336,235867800
2012-07-27,23.355715,23.987143,23.281429,23.987143,15.994699,208982200
2012-07-28,24.314285,24.444286,23.811428,23.98,15.989935,276071600
2012-07-29,23.935715,23.982857,23.657143,23.827143,15.888013,166897500
2012-07-30,24.212856,24.554285,21.887142,23.175714,15.453638,410998000
2012-07-31,23.287144,23.897142,23.114286,23.892857,15.931832,247044000
2012-08-01,23.997143,24.224285,23.357143,23.854286,15.906108,269482500
2012-08-02,23.648571,24.311428,23.592857,24.225714,16.15378,266957600
2012-08-03,24.67,24.719999,24.168571,24.678572,16.45574,281903300
2012-08-04,24.5,24.884285,24.435715,24.785715,16.527193,205919000
2012-08-05,24.891428,24.947144,24.285715,24.345715,16.233797,322945000
2012-08-06,24.335714,24.985714,24.280001,24.908571,16.609114,412374900
2012-08-07,26.937143,26.942858,26.108572,26.594286,17.73315,448791000
2012-08-08,26.544285,26.744286,25.605715,26.561428,17.711239,322120400
2012-08-09,26.41,26.557142,25.951429,26.111429,17.41118,243400500
2012-08-10,26.469999,26.481428,26.125713,26.385714,17.594072,176719200
2012-08-11,26.492857,26.655714,26.385714,26.441429,17.631227,135138500
2012-08-12,26.597143,27.052856,26.389999,26.714285,17.813168,234853500
2012-08-13,26.804285,27.16,26.421429,27.135714,18.094177,208327700
2012-08-14,26.942858,27.157143,25.714285,26.777143,17.855083,201259100
2012-08-15,27.030001,27.062857,26.212856,26.838572,17.896042,250528600
2012-08-16,26.469999,26.994286,26.32,26.597143,17.735058,201044200
2012-08-17,26.721428,27.428572,26.467142,27.398571,18.269449,238681800
2012-08-18,27.23,27.525715,26.59,26.614286,17.746485,248581900
2012-08-19,26.667143,26.700001,23.967142,25.067142,16.714851,472594500
2012-08-20,24.450001,25.017143,23.601429,23.624287,15.752749,381595200
2012-08-21,23.611429,23.957144,21.518572,21.965714,14.646803,442266300
2012-08-22,22.978571,24.425714,21.965714,24.280001,16.189974,434861700
2012-08-23,25.308571,25.367144,23.391428,23.73,15.823236,362292000
2012-08-24,23.77,24.227142,22.9,23.471428,15.65082,371852600
2012-08-25,23.614286,23.860001,22.761429,23.77,15.849907,345873500
2012-08-26,23.728571,24.028572,23.157143,23.421429,15.61748,288607200
2012-08-27,23.667143,24.54143,23.361429,24.121429,16.084242,385910700
2012-08-28,23.691429,24.621429,23.524286,24.065714,16.047089,304452400
2012-08-29,24.571428,24.578571,24.25,24.505714,16.340485,116439400
2012-08-30,24.798571,25.324286,24.621429,24.648571,16.435741,326438700
2012-08-31,25.031429,25.112858,24.287144,24.972857,16.651974,329257600
2012-09-01,25.26,25.799999,25.049999,25.745714,17.167318,287728000
2012-09-02,25.632856,26.452858,25.592857,26.327143,17.555021,262731700
2012-09-03,26.762857,26.814285,25.671429,26.031429,17.357834,296950500
2012-09-04,25.98,26.305714,25.385714,25.551428,17.037767,240367400
2012-09-05,25.307142,25.842857,25.284286,25.687143,17.128263,193449900
2012-09-06,26.127142,26.571428,26.058571,26.5,17.67028,223100500
2012-09-07,26.598572,27.157143,26.588572,27.135714,18.094177,224952700
2012-09-08,27.219999,27.855715,26.862858,27.757143,18.508545,266516600
2012-09-09,27.655714,27.951429,27.527143,27.744286,18.499973,180594400
2012-09-10,27.821428,28.118572,26.77,26.934286,17.959864,277731300
2012-09-11,27.634285,27.782858,26.537144,27.265715,18.180862,306415200
2012-09-12,27.17,27.445715,26.831429,27.404285,18.273256,216154400
2012-09-13,27.195715,27.6,27.077143,27.198572,18.136093,168578200
2012-09-14,27.245714,27.521429,26.139999,26.342857,17.565496,256173400
2012-09-15,26.645714,26.761429,25.514286,26.139999,17.430231,305650800
2012-09-16,26.139999,26.377142,25.842857,26.16,17.443565,206869600
2012-09-17,26.49,26.832857,26.190001,26.744286,17.833166,193514300
2012-09-18,27.16,27.701429,27.127142,27.701429,18.471397,248490200
2012-09-19,27.861429,28.475714,27.827143,28.4,18.937208,120050700
2012-09-20,28.43,28.70857,28.117144,28.421429,18.951494,175933100
2012-09-21,28.421429,28.994286,28.257143,28.367144,18.915291,198881900
2012-09-22,28.655714,28.794285,28.125713,28.547142,19.03532,174911800
2012-09-23,28.5,28.642857,28.25,28.297142,18.868626,134833300
2012-09-24,28.467142,28.608572,27.507143,27.834286,18.559986,269794700
2012-09-25,27.915714,28.198572,27.527143,27.847143,18.568562,210516600
2012-09-26,27.35,27.571428,25.555714,25.721428,17.151121,363958000
2012-09-27,25.892857,26.228571,24.318571,25.377142,16.921555,518048300
2012-09-28,25.734285,26.065714,24.4,24.464285,16.312857,380954000
2012-09-29,24.471428,25.642857,24.042856,25.628571,17.089205,453470500
2012-09-30,25.368572,25.857143,25.058571,25.431429,16.957756,370743800
2012-10-01,25.142857,25.407143,24.285715,24.67,16.450031,308071400
2012-10-02,25.360001,25.631428,25.024286,25.540001,17.030151,275112600
2012-10-03,25.388571,25.602858,23.522858,24.148571,16.102345,585819500
2012-10-04,23.604286,24.144285,22.385714,22.805714,15.20692,553461300
2012-10-05,23.072857,23.622858,22.631428,22.984285,15.325991,439464900
2012-10-06,23.101429,23.678572,22.801428,23.051428,15.370759,431085900
2012-10-07,21.151428,22.854286,20.857143,22.234285,14.825891,608688500
2012-10-08,19.455715,20,18.02,19.867144,13.247474,843242400
2012-10-09,19.998571,20.1,18.858572,19.371429,12.916928,501466700
2012-10-10,19.855715,19.870001,18.515715,18.572857,12.384437,388684800
2012-10-11,18.308571,19.028572,18.064285,18.572857,12.384437,368711000
2012-10-12,18.735714,18.969999,18.435715,18.79143,12.530181,274995700
2012-10-13,18.767143,19.35,18.571428,18.882856,12.591146,310762900
2012-10-14,18.492857,19.521429,18.485714,19.337143,12.894063,336418600
2012-10-15,19.462856,19.512857,18.882856,19.107143,12.740701,252686000
2012-10-16,19.172857,19.414286,18.774286,18.807142,12.540661,224808500
2012-10-17,18.632856,19.142857,18.414286,18.48,12.322518,285260500
2012-10-18,18.690001,18.845715,17.395714,17.428572,11.621424,393318100
2012-10-19,17.138571,17.825714,16.752857,17.32,11.54903,520832900
2012-10-20,17.440001,17.957144,17.371429,17.925714,11.952918,338993200
2012-10-21,18.287144,18.568571,18.171429,18.492857,12.331091,300358100
2012-10-22,18.671429,18.714285,17.66,17.837143,11.893863,306495000
2012-10-23,18.097143,18.540001,17.947144,18.485714,12.326331,242133500
2012-10-24,18.485714,18.685715,18.144285,18.20857,12.141531,238524300
2012-10-25,18.038572,18.154285,17.722857,17.804285,11.871949,225325100
2012-10-26,17.998571,18.107143,17.348572,17.454287,11.638573,251261500
2012-10-27,17.457144,17.799999,17.382856,17.688572,11.794791,241859800
2012-10-28,18.007143,18.067142,17.265715,17.362858,11.577605,234528700
2012-10-29,17.497143,17.501429,16.552856,17.065714,11.379469,382469500
2012-10-30,16.941429,17.167143,16.665714,17.105715,11.406143,314193600
2012-10-31,16.805714,17.298571,16.491428,17.021429,11.34994,376222000
2012-11-01,16.889999,17.578571,16.870001,17.565714,11.712869,368784500
2012-11-02,18.171429,18.885714,17.967142,18.558571,12.374911,404563600
2012-11-03,18.469999,18.601429,17.828571,17.860001,11.909105,313870200
2012-11-04,17.777143,17.997143,16.857143,17.389999,11.595703,398260800
2012-11-05,17.427143,17.84,17.200001,17.802856,11.870999,446345900
2012-11-06,17.654285,17.877142,17.464285,17.784286,11.858615,305459000
2012-11-07,17.801428,18.214285,17.258572,17.275715,11.519498,368424700
2012-11-08,17.201429,17.568571,17.007143,17.464285,11.645239,307615700
2012-11-09,17.425714,17.637142,17.052856,17.098572,11.401379,249897200
2012-11-10,17.728571,18.211428,17.428572,18.192858,12.131051,290985800
2012-11-11,18.148571,18.382856,17.881428,18.004286,12.005311,264907300
2012-11-12,17.728571,18.5,17.571428,18.277143,12.187253,315525700
2012-11-13,18.554285,18.614286,17.742857,18.087143,12.060562,289160200
2012-11-14,17.507143,18.370001,17.507143,18.104286,12.071993,268149700
2012-11-15,18.454287,19,18.381428,18.974285,12.652111,301280000
2012-11-16,19.017143,19.184286,18.524286,18.524286,12.35205,252634200
2012-11-17,18.731428,19.04143,18.454287,19.038572,12.694975,227196900
2012-11-18,19.144285,20.121429,19.091429,19.932858,13.291291,266730100
2012-11-19,19.994286,20.442858,19.618572,20.139999,13.429413,263097800
2012-11-20,20.124287,20.82,20.091429,20.722857,13.818064,295521100
2012-11-21,20.707144,20.758572,19.998571,20.035715,13.359876,249957400
2012-11-22,20.257143,20.664286,20.228571,20.43,13.622787,178652600
2012-11-23,20.467142,20.815714,20.360001,20.5,13.669459,192016300
2012-11-24,20.9,21.379999,20.515715,21.361429,14.243867,258141800
2012-11-25,21.254286,21.6,20.835714,21.07,14.049539,261242100
2012-11-26,21.008572,21.947144,21,21.658571,14.442001,262892000
2012-11-27,21.741428,22.101429,21.535715,21.868572,14.582029,213604300
2012-11-28,22.304285,22.812857,22.158571,22.27,14.849706,289581600
2012-11-29,21.935715,22.35,21.76,21.834286,14.559166,253573600
2012-11-30,21.901428,21.984285,21.494286,21.634285,14.425808,218349600
2012-12-01,21.59,22.202858,21.514286,22.078571,14.722062,238940800
2012-12-02,21.817142,21.9,20.914286,21.02,14.0162,302519000
2012-12-03,20.967142,21.321428,20.648571,21.111429,14.077165,211271900
2012-12-04,21.342857,21.388571,20.817142,21.197144,14.13432,174509300
2012-12-05,21.674286,22.014286,21.517143,21.957144,14.641089,198943500
2012-12-06,22.024286,22.285715,21.907143,22.07,14.716343,176066800
2012-12-07,22.731428,23.18,22.625713,23.005714,15.340281,256691400
2012-12-08,23.172857,24.071428,23.108572,24.022858,16.018509,259788200
2012-12-09,23.914286,24,22.584286,22.885714,15.26026,359893100
2012-12-10,23.435715,23.548571,23.011429,23.27,15.516506,376047700
2012-12-11,23.620001,24.282858,22.741428,24.134285,16.092817,424016600
2012-12-12,24.385714,24.442858,23.774286,24.247143,16.168064,248118500
2012-12-13,24.25,24.821428,24.161428,24.605715,16.407167,196803600
2012-12-14,24.444286,25.094286,24.321428,25.007143,16.674843,230869100
2012-12-15,25.17,25.714285,24.702858,24.85,16.570055,284881100
2012-12-16,24.994286,25.714285,24.98,25.714285,17.14636,225894200
2012-12-17,25.741428,25.988571,25.507143,25.848572,17.235909,251520500
2012-12-18,25.988571,26.472857,25.864286,26.389999,17.59693,213639300
2012-12-19,26.379999,26.731428,26.025715,26.665714,17.780777,229717600
2012-12-20,26.578571,26.885714,25.79143,26.084286,17.393082,289283400
2012-12-21,26.252857,26.642857,26.152857,26.437143,17.628366,224771400
2012-12-22,26.165714,26.321428,25.91,26.207144,17.475008,168268100
2012-12-23,26.45857,26.981428,26.121429,26.879999,17.923664,204640800
2012-12-24,26.944286,27.35,26.837143,27.137142,18.095127,205809100
2012-12-25,27.318571,27.462856,26.51,26.608572,17.742676,229205900
2012-12-26,26.687143,27.128571,26.314285,27.104286,18.073219,218302000
2012-12-27,27.158571,27.185715,26.714285,26.802856,17.872221,191442300
2012-12-28,26.837143,26.955715,25.9,26.228571,17.48929,236455100
